o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:description,dcterms:type,dcterms:educationLevel,foaf:mbox,foaf:gender,foaf:firstName,foaf:familyName,foaf:phone,foaf:member,foaf:status,fup8:code,fup8:ects,fup8:semestre,fup8:coef,fup8:vhec,fup8:vhch,fup8:cch,fup8:pcCM,fup8:pcTD,fup8:pcTP,fup8:sd,fup8:libre,fup8:mutuaDst,fup8:mutuaSrc,fup8:nbg,fup8:hasUE,fup8:hasParcours,fup8:hasHeadTeacher,fup8:hasAgenda,rome:accesEmploi,rome:hasAppellation,rome:code,rome:libelle,rome:definition,rome:riasecMajeur,rome:riasecMineur,rome:transitionEcologiqueDetaillee,rome:codeIsco,rome:hasDomaineProfessionnel,rome:grandDomaine,rome:libelleCourt,rome:classification,rome:hasCompetenceCle,rome:type,rome:codeOgr,rome:hasTheme,rome:hasCentreInteret,rome:hasSecteurActivite,rome:hasCompetenceMobilisee,rome:hasCompetenceMobiliseePrincipale,rome:hasNaf,rome:hasFormacode,rome:hasContexteTravail,rome:categorie
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38913,"Expert / Experte en tests d'intrusion - sécurité des systèmes d'information",,,,,,,,"Expert(e) tests intrusion - sécurité systèmes d'information",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 66 | Concevoir et gérer un projet : 84 | Évaluer le résultat de ses actions : 84",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38909,"Analyste en vulnérabilité de code logiciel",,,,,,,,"Analyste en vulnérabilité de code logiciel",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 100 | Concevoir et gérer un projet : 100 | Évaluer le résultat de ses actions : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38911,"Auditeur / Auditrice en sécurité des systèmes d'information",,,,,,,,"Auditeur / Auditrice en sécurité des systèmes d'information",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 67 | Concevoir et gérer un projet : 67 | Évaluer le résultat de ses actions : 67",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38831,"Architecte cloud",,,,,,,,"Architecte cloud",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 62 | Concevoir et gérer un projet : 62 | Évaluer le résultat de ses actions : 62",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38834,"Expert / Experte en cybersécurité",,,,,,,,"Expert / Experte en cybersécurité",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 62 | Concevoir et gérer un projet : 66 | Évaluer le résultat de ses actions : 64",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11016,"Animateur / Animatrice de forum sur internet",,,,,,,,"Animateur / Animatrice de forum sur internet",SYNONYME,"Outils de web analyse - web analytics : 100 | Rédiger du contenu web : 100 | Réaliser des enquêtes et des sondages en ligne : 100 | Identifier, traiter une demande client : 100 | Animer un réseau, une communauté : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11070,"Animateur / Animatrice web",,,,,,,,"Animateur / Animatrice web",SYNONYME,"Réaliser des enquêtes et des sondages en ligne : 67 | Analyser des échanges communautaires en ligne : 80 | Identifier, traiter une demande client : 63 | Animer un réseau, une communauté : 59",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126547,"Game master jeux online",,,,,,,,"Game master jeux online",SYNONYME,"Réaliser des enquêtes et des sondages en ligne : 85 | Analyser des échanges communautaires en ligne : 87 | Identifier, traiter une demande client : 81 | Animer un réseau, une communauté : 81",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11884,"Chargé / Chargée des relations avec les internautes",,,,,,,,"Chargé / Chargée des relations avec les internautes",SYNONYME,"Réaliser des enquêtes et des sondages en ligne : 85 | Analyser des échanges communautaires en ligne : 87 | Identifier, traiter une demande client : 76 | Animer un réseau, une communauté : 81",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16718,"Modérateur / Modératrice web",,,,,,,,"Modérateur / Modératrice web",SYNONYME,"Réaliser des enquêtes et des sondages en ligne : 86 | Analyser des échanges communautaires en ligne : 93 | Identifier, traiter une demande client : 86 | Animer un réseau, une communauté : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11412,"Auditeur informaticien / Auditrice informaticienne",,,,,,,,"Auditeur informaticien / Auditrice informaticienne",SYNONYME,"Concevoir un logiciel, un système d'informations, une application : 100 | Concevoir et gérer un projet : 100 | Évaluer le résultat de ses actions : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20731,"Web vendeur / vendeuse",,,,,,,,"Web vendeur / vendeuse",SYNONYME,"Réaliser des enquêtes et des sondages en ligne : 75 | Appliquer les règles de diffusion de l'information et de la communication : 93 | Analyser des échanges communautaires en ligne : 87 | Identifier, traiter une demande client : 89 | Animer un réseau, une communauté : 89",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11008,"Animateur / Animatrice de communauté virtuelle",,,,,,,,"Animateur / Animatrice de communauté virtuelle",SYNONYME,"Réaliser des enquêtes et des sondages en ligne : 75 | Appliquer les règles de diffusion de l'information et de la communication : 100 | Analyser des échanges communautaires en ligne : 87 | Utiliser les réseaux sociaux : 82 | Animer un réseau, une communauté : 82",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14563,"E-commercial / E-commerciale",,,,,,,,"E-commercial / E-commerciale",SYNONYME,"Réaliser des enquêtes et des sondages en ligne : 80 | Analyser des échanges communautaires en ligne : 87 | Identifier, traiter une demande client : 59 | Animer un réseau, une communauté : 57",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20733,"Webmaster animateur / animatrice",,,,,,,,"Webmaster animateur / animatrice",SYNONYME,"Réaliser des enquêtes et des sondages en ligne : 56 | Appliquer les règles de diffusion de l'information et de la communication : 100 | Analyser des échanges communautaires en ligne : 60 | Identifier, traiter une demande client : 67 | Animer un réseau, une communauté : 75",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38383,"Community manager",,,,,,,,"Community manager",PRINCIPALE,"Réaliser des enquêtes et des sondages en ligne : 87 | Analyser des échanges communautaires en ligne : 94 | Identifier, traiter une demande client : 77 | Animer un réseau, une communauté : 84",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20725,"Web commercial / commerciale",,,,,,,,"Web commercial / commerciale",SYNONYME,"Réaliser des enquêtes et des sondages en ligne : 97 | Analyser des échanges communautaires en ligne : 93 | Identifier, traiter une demande client : 75 | Animer un réseau, une communauté : 69",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11135,Archiviste-documentaliste,,,,,,,,Archiviste-documentaliste,SYNONYME,"Actualiser des documents et fonds documentaires : 99 | Classer des documents : 100 | Sélectionner des informations documentaires : 100 | Réaliser une veille documentaire : 88 | Participer à un inventaire : 90",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11223,"Assistant / Assistante de conservation de bibliothèque",,,,,,,,"Assistant / Assistante de conservation de bibliothèque",SYNONYME,"Renseigner un public sur l'utilisation de supports et outils documentaires : 92 | Actualiser des documents et fonds documentaires : 96 | Classer des documents : 96 | Sélectionner des informations documentaires : 75 | Réaliser une veille documentaire : 81",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11189,"Assistant / Assistante archiviste",,,,,,,,"Assistant / Assistante archiviste",SYNONYME,"Actualiser des documents et fonds documentaires : 76 | Classer des documents : 92 | Sélectionner des informations documentaires : 81 | Réaliser une veille documentaire : 62 | Participer à un inventaire : 60",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11134,"Archiviste paléographe",,,,,,,,"Archiviste paléographe",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 100 | Sélectionner des informations documentaires : 100 | Réaliser une veille documentaire : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10394,"Agent / Agente de bibliothèque",,,,,,,,"Agent / Agente de bibliothèque",SYNONYME,"Renseigner un public sur l'utilisation de supports et outils documentaires : 93 | Actualiser des documents et fonds documentaires : 89 | Classer des documents : 90 | Sélectionner des informations documentaires : 63 | Réaliser une veille documentaire : 71",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11296,"Assistant / Assistante ludothécaire",,,,,,,,"Assistant / Assistante ludothécaire",SYNONYME,"Renseigner un public sur l'utilisation de supports et outils documentaires : 80 | Actualiser des documents et fonds documentaires : 91 | Classer des documents : 93 | Sélectionner des informations documentaires : 85 | Réaliser une veille documentaire : 79",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11133,Archiviste,,,,,,,,Archiviste,SYNONYME,"Actualiser des documents et fonds documentaires : 89 | Classer des documents : 98 | Sélectionner des informations documentaires : 90 | Réaliser une veille documentaire : 79 | Participer à un inventaire : 85",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18941,"Responsable des ressources documentaires",,,,,,,,"Responsable des ressources documentaires",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 93 | Sélectionner des informations documentaires : 95 | Réaliser une veille documentaire : 70",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18922,"Responsable des archives",,,,,,,,"Responsable des archives",SYNONYME,"Actualiser des documents et fonds documentaires : 94 | Classer des documents : 97 | Sélectionner des informations documentaires : 100 | Réaliser une veille documentaire : 87 | Participer à un inventaire : 83",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18803,"Responsable de photothèque",,,,,,,,"Responsable de photothèque",SYNONYME,"Actualiser des documents et fonds documentaires : 91 | Classer des documents : 93 | Sélectionner des informations documentaires : 85 | Réaliser une veille documentaire : 79",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14512,"Documentaliste archiviste",,,,,,,,"Documentaliste archiviste",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 100 | Sélectionner des informations documentaires : 93 | Réaliser une veille documentaire : 93 | Participer à un inventaire : 93",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16609,Médiathécaire,,,,,,,,Médiathécaire,SYNONYME,"Renseigner un public sur l'utilisation de supports et outils documentaires : 99 | Actualiser des documents et fonds documentaires : 99 | Classer des documents : 95 | Sélectionner des informations documentaires : 74 | Réaliser une veille documentaire : 83",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16970,"Net surfeur / Net surfeuse",,,,,,,,"Net surfeur / Net surfeuse",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 100 | Sélectionner des informations documentaires : 100 | Réaliser une veille documentaire : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14514,"Documentaliste juridique",,,,,,,,"Documentaliste juridique",SYNONYME,"Actualiser des documents et fonds documentaires : 94 | Classer des documents : 63 | Sélectionner des informations documentaires : 94 | Gérer une base documentaire : 57 | Réaliser une veille documentaire : 57",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16228,Ludothécaire,,,,,,,,Ludothécaire,SYNONYME,"Renseigner un public sur l'utilisation de supports et outils documentaires : 86 | Actualiser des documents et fonds documentaires : 81 | Classer des documents : 76 | Sélectionner des informations documentaires : 52 | Réaliser une veille documentaire : 74",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15507,Iconographe,,,,,,,,Iconographe,SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 88 | Sélectionner des informations documentaires : 75 | Gérer une base documentaire : 88 | Réaliser une veille documentaire : 75",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14511,Documentaliste,,,,,,,,Documentaliste,PRINCIPALE,"Actualiser des documents et fonds documentaires : 98 | Classer des documents : 98 | Sélectionner des informations documentaires : 97 | Gérer une base documentaire : 68 | Réaliser une veille documentaire : 80",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15364,"Gestionnaire en documentation",,,,,,,,"Gestionnaire en documentation",SYNONYME,"Actualiser des documents et fonds documentaires : 97 | Classer des documents : 98 | Sélectionner des informations documentaires : 96 | Réaliser une veille documentaire : 82 | Participer à un inventaire : 60",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15745,"Ingénieur / Ingénieure en bibliothéconomie",,,,,,,,"Ingénieur / Ingénieure en bibliothéconomie",SYNONYME,"Actualiser des documents et fonds documentaires : 91 | Classer des documents : 93 | Sélectionner des informations documentaires : 85 | Réaliser une veille documentaire : 79",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15722,"Ingénieur / Ingénieure documentaire",,,,,,,,"Ingénieur / Ingénieure documentaire",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 100 | Sélectionner des informations documentaires : 100 | Réaliser une veille documentaire : 93",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15329,"Gestionnaire de documents d'entreprise",,,,,,,,"Gestionnaire de documents d'entreprise",SYNONYME,"Actualiser des documents et fonds documentaires : 84 | Classer des documents : 92 | Sélectionner des informations documentaires : 84 | Réaliser une veille documentaire : 81 | Structurer, synthétiser des informations : 87",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14493,Discothécaire,,,,,,,,Discothécaire,SYNONYME,"Actualiser des documents et fonds documentaires : 91 | Classer des documents : 93 | Sélectionner des informations documentaires : 85 | Réaliser une veille documentaire : 79",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11507,"Bibliothécaire documentaliste",,,,,,,,"Bibliothécaire documentaliste",SYNONYME,"Renseigner un public sur l'utilisation de supports et outils documentaires : 88 | Actualiser des documents et fonds documentaires : 93 | Classer des documents : 88 | Sélectionner des informations documentaires : 83 | Réaliser une veille documentaire : 85",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13878,"Cyber documentaliste",,,,,,,,"Cyber documentaliste",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 100 | Sélectionner des informations documentaires : 100 | Réaliser une veille documentaire : 100 | Structurer, synthétiser des informations : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14295,"Directeur / Directrice de médiathèque",,,,,,,,"Directeur / Directrice de médiathèque",SYNONYME,"Enregistrer et suivre les prêts de documents : 89 | Renseigner un public sur l'utilisation de supports et outils documentaires : 96 | Actualiser des documents et fonds documentaires : 96 | Classer des documents : 96 | Réaliser une veille documentaire : 80",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11506,Bibliothécaire,,,,,,,,Bibliothécaire,SYNONYME,"Renseigner un public sur l'utilisation de supports et outils documentaires : 95 | Actualiser des documents et fonds documentaires : 96 | Classer des documents : 93 | Sélectionner des informations documentaires : 73 | Réaliser une veille documentaire : 85",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14374,"Directeur / Directrice des ressources documentaires",,,,,,,,"Directeur / Directrice des ressources documentaires",SYNONYME,"Actualiser des documents et fonds documentaires : 72 | Classer des documents : 72 | Sélectionner des informations documentaires : 72 | Réaliser une veille documentaire : 58",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13505,"Conservateur / Conservatrice d'archives",,,,,,,,"Conservateur / Conservatrice d'archives",SYNONYME,"Techniques de conservation de documents : 100 | Logiciel de gestion documentaire : 80 | Actualiser des documents et fonds documentaires : 80 | Classer des documents : 93 | Sélectionner des informations documentaires : 85",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18166,"Professeur / Professeure documentaliste",,,,,,,,"Professeur / Professeure documentaliste",SYNONYME,"Renseigner un public sur l'utilisation de supports et outils documentaires : 100 | Actualiser des documents et fonds documentaires : 87 | Classer des documents : 95 | Sélectionner des informations documentaires : 89 | Réaliser une veille documentaire : 87",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200204,"Catalogueur / Catalogueuse",,,,,,,,"Catalogueur / Catalogueuse",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 89 | Sélectionner des informations documentaires : 78 | Réaliser une veille documentaire : 56 | Participer à un inventaire : 56",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11889,"Chargé / Chargée des ressources documentaires",,,,,,,,"Chargé / Chargée des ressources documentaires",SYNONYME,"Actualiser des documents et fonds documentaires : 93 | Classer des documents : 94 | Sélectionner des informations documentaires : 85 | Mettre à disposition d'un public des fonds documentaires : 84 | Réaliser une veille documentaire : 75",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11874,"Chargé / Chargée de veille documentaire",,,,,,,,"Chargé / Chargée de veille documentaire",SYNONYME,"Actualiser des documents et fonds documentaires : 80 | Classer des documents : 73 | Sélectionner des informations documentaires : 100 | Mettre à disposition d'un public des fonds documentaires : 76 | Réaliser une veille documentaire : 90",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11393,"Attaché / Attachée de conservation des archives",,,,,,,,"Attaché / Attachée de conservation des archives",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 100 | Sélectionner des informations documentaires : 80 | Réaliser une veille documentaire : 100 | Participer à un inventaire : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11857,"Chargé / Chargée de recherche d'information",,,,,,,,"Chargé / Chargée de recherche d'information",SYNONYME,"Actualiser des documents et fonds documentaires : 86 | Classer des documents : 58 | Sélectionner des informations documentaires : 86 | Réaliser une veille documentaire : 72",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18335,"Record manager",,,,,,,,"Record manager",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 100 | Sélectionner des informations documentaires : 100 | Réaliser une veille documentaire : 100 | Participer à un inventaire : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19025,"Responsable du service documentation",,,,,,,,"Responsable du service documentation",SYNONYME,"Actualiser des documents et fonds documentaires : 79 | Classer des documents : 69 | Sélectionner des informations documentaires : 95 | Réaliser une veille documentaire : 64",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15323,"Gestionnaire de bases de données et de ressources documentaires",,,,,,,,"Gestionnaire de bases de données et ressources documentaires",SYNONYME,"Actualiser des documents et fonds documentaires : 93 | Classer des documents : 93 | Sélectionner des informations documentaires : 93 | Réaliser une veille documentaire : 82 | Participer à un inventaire : 80",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14515,"Documentaliste scientifique",,,,,,,,"Documentaliste scientifique",SYNONYME,"Actualiser des documents et fonds documentaires : 92 | Classer des documents : 84 | Sélectionner des informations documentaires : 100 | Gérer une base documentaire : 75 | Réaliser une veille documentaire : 84",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14228,"Directeur / Directrice de centre documentaire",,,,,,,,"Directeur / Directrice de centre documentaire",SYNONYME,"Actualiser des documents et fonds documentaires : 91 | Classer des documents : 93 | Sélectionner des informations documentaires : 85 | Réaliser une veille documentaire : 79",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38584,"Responsable de ludothèque",,,,,,,,"Responsable de ludothèque",SYNONYME,"Enregistrer et suivre les prêts de documents : 100 | Renseigner un public sur l'utilisation de supports et outils documentaires : 100 | Actualiser des documents et fonds documentaires : 91 | Classer des documents : 93 | Sélectionner des informations documentaires : 80",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11901,"Chargé / Chargée d'études documentaires",,,,,,,,"Chargé / Chargée d'études documentaires",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 92 | Sélectionner des informations documentaires : 100 | Réaliser une veille documentaire : 92 | Participer à un inventaire : 84",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14513,"Documentaliste bibliothécaire",,,,,,,,"Documentaliste bibliothécaire",SYNONYME,"Renseigner un public sur l'utilisation de supports et outils documentaires : 92 | Actualiser des documents et fonds documentaires : 91 | Classer des documents : 75 | Sélectionner des informations documentaires : 92 | Réaliser une veille documentaire : 79",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10843,"Aide documentaliste",,,,,,,,"Aide documentaliste",SYNONYME,"Renseigner un public sur l'utilisation de supports et outils documentaires : 96 | Actualiser des documents et fonds documentaires : 98 | Classer des documents : 100 | Sélectionner des informations documentaires : 78 | Réaliser une veille documentaire : 83",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20508,"Veilleur / Veilleuse documentaire",,,,,,,,"Veilleur / Veilleuse documentaire",SYNONYME,"Actualiser des documents et fonds documentaires : 86 | Classer des documents : 86 | Sélectionner des informations documentaires : 86 | Réaliser une veille documentaire : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14211,"Directeur / Directrice de bibliothèque",,,,,,,,"Directeur / Directrice de bibliothèque",SYNONYME,"Actualiser des documents et fonds documentaires : 89 | Classer des documents : 81 | Sélectionner des informations documentaires : 93 | Mettre à disposition d'un public des fonds documentaires : 93 | Réaliser une veille documentaire : 74",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11508,Bibliothéconomiste,,,,,,,,Bibliothéconomiste,SYNONYME,"Négocier des partenariats : 100 | Utiliser les outils numériques : 100 | Animer, coordonner une équipe : 100 | Organiser le partage et la capitalisation de l'information : 100 | Préparer et animer une réunion, un groupe de travail, un atelier : 100",,,,,,,,,,,
"ROME Référence",rome:appellation,acehn@univ-paris8.fr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11275,"Assistant / Assistante documentaliste",,,,,,,,"Assistant / Assistante documentaliste",SYNONYME,"Actualiser des documents et fonds documentaires : 100 | Classer des documents : 99 | Sélectionner des informations documentaires : 100 | Réaliser une veille documentaire : 83 | Participer à un inventaire : 67",,,,,,,,,,,
